idx_a,idx_b,is_terna_a,is_terna_b,merge,municipality_a,municipality_b,mw_a,mw_b,province_a,province_b,province_norm_a,province_norm_b,reason,region_a,region_b,score,source_a,source_b,title_a,title_b,url_a,url_b
621,843,False,False,False,,,30.0,17.44,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 300 del 10 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 307 del 13 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62750,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62762
622,678,False,False,False,,,30.0,26.4,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 36 del 10 febbraio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 32 del 3 febbraio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62922,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62887
623,1098,False,False,False,,,30.0,6.6,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 4 del 15 Gennaio 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 13 del 15 Gennaio 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63967,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63970
628,962,False,False,False,,,30.0,10.75,BR,BR,BR,BR,mw_conflict:30.0!=10.75,Puglia,Puglia,0,puglia,puglia,Impianto FER agrivoltaico - Comune di Torre Santa Susanna (BR) - 30 MW,Impianto FER fotovoltaico - Comune di Torre Santa Susanna (BR) - 10.75 MW,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer
630,1406,False,False,False,,,30.0,,EN,EN,EN,EN,title_similarity:0.96+same_proponent+same_province+title_token_overlap:1.00,Sicilia,Sicilia,88,sicilia,sicilia,PROGETTO AGRO-FOTOVOLTAICO DA 30 MWP DA REALIZZARE NEL COMUNE DI AIDONE,PROGETTO AGRO-FOTOVOLTAICO DA 40 DA REALIZZARE NEL COMUNE DI AIDONE,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1401&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1465&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0
660,1183,False,False,False,,,27.32,4.359,BR,BA,BR,BA,province_conflict:BR!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 82 del 27 Marzo 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 78 del 20 Marzo 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64119,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64107
660,1252,False,False,False,,,27.32,1.255,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 82 del 27 Marzo 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 81 del 27 Marzo 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64119,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64118
665,1042,False,False,False,,,27.1,8.5,BR,BA,BR,BA,province_conflict:BR!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
665,1099,False,False,False,,,27.1,6.6,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
668,1013,False,False,False,,,27.027,9.678,FG,LE,FG,LE,province_conflict:FG!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 157 del 10 Giugno 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 168 del 25 Giugno 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63322,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63335
668,1095,False,False,False,,,27.027,6.89,FG,LE,FG,LE,province_conflict:FG!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 157 del 10 Giugno 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 164 del 23 Giugno 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63322,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63370
668,1267,False,False,False,,,27.027,0.998,FG,BA,FG,BA,province_conflict:FG!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 157 del 10 Giugno 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 167 del 25 Giugno 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63322,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63334
680,1060,False,False,False,,,26.12,8.0,FG,FG,FG,FG,mw_conflict:26.12!=8.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 1 Aprile 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 91 del 2 Aprile 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64126,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64132
793,821,False,False,False,,,19.793,18.469,PR,,PR,,mw_conflict:19.793!=18.469,Emilia-Romagna,Emilia-Romagna,0,emilia_romagna,emilia_romagna,"ARPAE: IMPIANTO AGRIVOLTAICO IBRIDO ""COLORSUN"" DI POTENZA 19.792,50 KWP E SISTEMA DI ACCUMULO DI 11.880,00 KW (BESS).","IMPIANTO AGRIVOLTAICO AVANZATO DENOMINATO ""RNE21"" DOTATO DI ACCUMULO, CON UNA POTENZA DI 18.469,44 KWP, LOCALIZZATO IN LOCALITÀ POGGETTO NEL COMUNE...",https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6894,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6894
862,939,False,False,False,,,16.6,11.971,FG,BA,FG,BA,province_conflict:FG!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 98 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 99 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63201,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63220
862,982,False,False,False,,,16.6,10.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 98 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 100 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63201,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63235
862,1107,False,False,False,,,16.6,6.36,FG,LE,FG,LE,province_conflict:FG!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 98 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 89 del 17 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63201,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63219
862,1282,False,False,False,,,16.6,0.896,FG,FG,FG,FG,mw_conflict:16.6!=0.896,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 98 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 97 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63201,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63200
867,910,False,False,False,,,16.396,13.874,CE,CE,CE,CE,mw_conflict:16.396!=13.874,Campania,Campania,0,campania,campania,"PAUR per progetto 'impianto agrivoltaico Giugliano' di potenza complessiva pari a 13,874 MWp (rispetto ai precedenti 16,396 MWp) ubicato nel Comune di Giugliano in Campania (Na), con opere di connessione ubicate nel Comune di Giugliano in Campania (Na), Villa Literno (Ce) e Cancello Arnone (Ce)","PAUR per progetto 'impianto agrivoltaico Giugliano' di potenza complessiva pari a 13,874 MWp (rispetto ai precedenti 16,396 MWp) ubicato nel Comune di Giugliano in Campania (Na), con opere di connessione ubicate nel Comune di Giugliano in Campania (Na), Villa Literno (Ce) e Cancello Arnone (Ce)",http://viavas.regione.campania.it/opencms/opencms/VIAVAS/VIA_files_new/Progetti/prg_10159_prot_2026.103673_del_09-02-2026.via,http://viavas.regione.campania.it/opencms/opencms/VIAVAS/VIA_files_new/Progetti/prg_10159_prot_2026.103673_del_09-02-2026.via
876,972,False,False,False,,,15.66,10.275,FG,TA,FG,TA,province_conflict:FG!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 329 del 30 Dicembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 330 del 30 Dicembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63933,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63850
876,984,False,False,False,,,15.66,10.0,FG,FG,FG,FG,mw_conflict:15.66!=10.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 329 del 30 Dicembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 310 del 9 Dicembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63933,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63829
939,982,False,False,False,,,11.971,10.0,BA,BR,BA,BR,province_conflict:BA!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 99 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 100 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63220,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63235
939,1107,False,False,False,,,11.971,6.36,BA,LE,BA,LE,province_conflict:BA!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 99 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 89 del 17 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63220,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63219
939,1282,False,False,False,,,11.971,0.896,BA,FG,BA,FG,province_conflict:BA!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 99 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 97 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63220,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63200
959,1015,False,False,False,,,10.933,9.635,LATINA,LT,LT,LT,mw_conflict:10.933!=9.635,Lazio,Lazio,0,lazio,lazio,"Realizzazione di un impianto fotovoltaico, di potenza di nominale pari a 10.932.60 kWp e potenza in immissione pari a 9.635,00 kW in località “Vallicelle” Determinazione n° G08192 del 20/06/2024 Rinviato alla procedura di Via","Realizzazione di un impianto fotovoltaico, di potenza di nominale pari a 10.932.60 kWp e potenza in immissione pari a 9.635,00 kW in località “Vallicelle” Determinazione n° G08192 del 20/06/2024 Rinviato alla procedura di Via",https://regionelazio.app.box.com/v/VIA-113-2023,https://regionelazio.app.box.com/v/VIA-113-2023
972,984,False,False,False,,,10.275,10.0,TA,FG,TA,FG,province_conflict:TA!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 330 del 30 Dicembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 310 del 9 Dicembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63850,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63829
982,1107,False,False,False,,,10.0,6.36,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 100 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 89 del 17 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63235,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63219
982,1282,False,False,False,,,10.0,0.896,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 100 del 29 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 97 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63235,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63200
1012,1120,False,False,False,,,9.716,6.0,BA,BA,BA,BA,mw_conflict:9.716!=6.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 232 del 25 Settembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 222 del 17 Settembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63616,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63615
1013,1095,False,False,False,,,9.678,6.89,LE,LE,LE,LE,mw_conflict:9.678!=6.89,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 168 del 25 Giugno 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 164 del 23 Giugno 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63335,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63370
1013,1267,False,False,False,,,9.678,0.998,LE,BA,LE,BA,province_conflict:LE!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 168 del 25 Giugno 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 167 del 25 Giugno 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63335,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63334
1016,1017,False,False,False,,,9.625,9.625,MI,LO,MI,LO,province_conflict:MI!=LO,Lombardia,Lombardia,0,lombardia,lombardia,"Oggetto della valutazione è la realizzazione di un parco fotovoltaico denominato “Lanzano agrivoltaico”, in particolare di tipologia agrivoltaico avanzato con tracker a terra da 9,625 MW da realizzarsi nel comune di Tribiano, località Lanzano (MI) e relative opere di connessione che attraversano i comuni di Tribiano, Mulazzano (LO), Cervignano d’Adda (LO) e Zelo Buon Persico (LO) sino all’omonima Cabina Primaria. La società proponente dell’intervento è Lanzano Agrivoltaico s.r.l. con sede legate","Oggetto della valutazione è la realizzazione di un parco fotovoltaico denominato “Lanzano agrivoltaico”, in particolare di tipologia agrivoltaico avanzato con tracker a terra da 9,625 MW da realizzarsi nel comune di Tribiano, località Lanzano (MI) e relative opere di connessione che attraversano i comuni di Tribiano, Mulazzano (LO), Cervignano d’Adda (LO) e Zelo Buon Persico (LO) sino all’omonima Cabina Primaria. La società proponente dell’intervento è Lanzano Agrivoltaico s.r.l. con sede legate",https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/15993,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/15993
1024,1031,False,False,False,,,9.27,8.78,MN,MN,MN,MN,mw_conflict:9.27!=8.78,Lombardia,Lombardia,0,lombardia,lombardia,"Il progetto prevede la realizzazione di un impianto solare fotovoltaico al suolo all’interno del territorio comunale di Marmirolo, in provincia di Mantova (MN), di potenza nominale pari a 9,27 MWp. L’area su cui si prevede di installare il fotovoltaico risponde ai requisiti di cui all’art. 20 “Disciplina per l'individuazione di superfici e aree idonee per l'installazione di impianti a fonti rinnovabili”, comma 8, lett. c), del D.Lgs. 199/2021: “cave e miniere cessate, non recuperate o abbandonat","Il progetto prevede la realizzazione di un impianto solare fotovoltaico al suolo all’interno del territorio comunale di Marmirolo, in provincia di Mantova (MN), di potenza nominale pari a 8,78 MWp. L’area su cui si prevede di installare il fotovoltaico risponde ai requisiti di cui all’art. 20 “Disciplina per l'individuazione di superfici e aree idonee per l'installazione di impianti a fonti rinnovabili”, comma 8, lett. c), del D.Lgs. 199/2021: “cave e miniere cessate, non recuperate o abbandonat",https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/18037,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/20597
1042,1099,False,False,False,,,8.5,6.6,BA,FG,BA,FG,province_conflict:BA!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
1048,1049,False,False,False,,,8.208,8.208,FR,LATINA,FR,LT,province_conflict:FR!=LATINA,Lazio,Lazio,0,lazio,lazio,"Realizzazione di un impianto fotovoltaico a terra della potenza di picco pari a 8.208 kWp e potenza in immissione pari a 8.002,8 kW in località Via Fontana Barabba Determinazione G17817 del 29/12/2024 - Favorevole con prescrizioni","Realizzazione di un impianto fotovoltaico a terra della potenza di picco pari a 8.208 kWp e potenza in immissione pari a 8.002,8 kW in località Via Fontana Barabba Determinazione G17817 del 29/12/2024 - Favorevole con prescrizioni",https://regionelazio.app.box.com/v/VIA-044-2022,https://regionelazio.app.box.com/v/VIA-044-2022
1076,1109,False,False,False,,,7.501,6.3,TA,LE,TA,LE,province_conflict:TA!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 137 del 29 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 116 del 20 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63283,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63237
1076,1290,False,False,False,,,7.501,0.2,TA,LE,TA,LE,province_conflict:TA!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 137 del 29 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 106 del 15 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63283,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63236
1076,1300,False,False,False,,,7.501,,TA,FG,TA,FG,province_conflict:TA!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 137 del 29 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 133 del 27 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63283,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63257
1093,1141,False,False,False,,,6.895,5.746,LATINA,LATINA,LT,LT,mw_conflict:6.895!=5.746,Lazio,Lazio,0,lazio,lazio,"Realizzazione di impianto fotovoltaico a terra della potenza di 6.895,26 kWp denominato PONTINIA 9 e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 50 DX","Realizzazione di impianto fotovoltaico a terra della potenza di 5.746,05 kWp denominato PONTINIA 9 bis e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 50 DX",https://regionelazio.app.box.com/v/VIA-007-2024,https://regionelazio.app.box.com/v/VIA-008-2024
1093,1147,False,False,False,,,6.895,5.513,LATINA,LATINA,LT,LT,mw_conflict:6.895!=5.513,Lazio,Lazio,0,lazio,lazio,"Realizzazione di impianto fotovoltaico a terra della potenza di 6.895,26 kWp denominato PONTINIA 9 e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 50 DX","Realizzazione di impianto fotovoltaico a terra della potenza di 5.513,27 kWp denominato PONTINIA 10 e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 51",https://regionelazio.app.box.com/v/VIA-007-2024,https://regionelazio.app.box.com/v/VIA-043-2024
1095,1267,False,False,False,,,6.89,0.998,LE,BA,LE,BA,province_conflict:LE!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 164 del 23 Giugno 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 167 del 25 Giugno 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63370,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63334
1107,1282,False,False,False,,,6.36,0.896,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 89 del 17 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 97 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63219,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63200
1109,1290,False,False,False,,,6.3,0.2,LE,LE,LE,LE,mw_conflict:6.3!=0.2,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 116 del 20 maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 106 del 15 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63237,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63236
1109,1300,False,False,False,,,6.3,,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 116 del 20 maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 133 del 27 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63237,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63257
1141,1147,False,False,False,,,5.746,5.513,LATINA,LATINA,LT,LT,mw_conflict:5.746!=5.513,Lazio,Lazio,0,lazio,lazio,"Realizzazione di impianto fotovoltaico a terra della potenza di 5.746,05 kWp denominato PONTINIA 9 bis e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 50 DX","Realizzazione di impianto fotovoltaico a terra della potenza di 5.513,27 kWp denominato PONTINIA 10 e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 51",https://regionelazio.app.box.com/v/VIA-008-2024,https://regionelazio.app.box.com/v/VIA-043-2024
1157,1334,False,False,False,,,5.065,,AG,AG,AG,AG,title_similarity:0.90+same_proponent+same_province+title_token_overlap:1.00,Sicilia,Sicilia,68,sicilia,sicilia,"PROGETTO IMPIANTO FOTOVOLTAICO AD INSEGUIMENTO MONOASSIALE DA 5.065,20 KWP DENOMINATO AMBRA 4 DA REALIZZARE NEL COMUNE DI RIBERA (AG)","IMPIANTO FOTOVOLTAICO AD INSEGUIMENTO MONOASSIALE DA 5.771,08 DENOMINATO AMBRA 3 DA REALIZZARE NEL COMUNE DI RIBERA (AG)",https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=318&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=316&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0
1183,1252,False,False,False,,,4.359,1.255,BA,LE,BA,LE,province_conflict:BA!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 78 del 20 Marzo 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 81 del 27 Marzo 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64107,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64118
1290,1300,False,False,False,,,0.2,,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 106 del 15 maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 133 del 27 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63236,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63257
